1.962002739999999903e+03,3.500000000000000000e+02
1.962087671000000000e+03,3.390000000000000000e+02
1.962164383999999927e+03,3.510000000000000000e+02
1.962249315000000024e+03,3.640000000000000000e+02
1.962331507000000101e+03,3.690000000000000000e+02
1.962416437999999971e+03,3.310000000000000000e+02
1.962498630000000048e+03,3.310000000000000000e+02
1.962583562000000029e+03,3.400000000000000000e+02
1.962668492999999899e+03,3.460000000000000000e+02
1.962750684999999976e+03,3.410000000000000000e+02
1.962835616000000073e+03,3.570000000000000000e+02
1.962917807999999923e+03,3.980000000000000000e+02
1.963002739999999903e+03,3.810000000000000000e+02
1.963087671000000000e+03,3.670000000000000000e+02
1.963164383999999927e+03,3.830000000000000000e+02
1.963249315000000024e+03,3.750000000000000000e+02
1.963331507000000101e+03,3.530000000000000000e+02
1.963416437999999971e+03,3.610000000000000000e+02
1.963498630000000048e+03,3.750000000000000000e+02
1.963583562000000029e+03,3.710000000000000000e+02
1.963668492999999899e+03,3.730000000000000000e+02
1.963750684999999976e+03,3.660000000000000000e+02
1.963835616000000073e+03,3.820000000000000000e+02
1.963917807999999923e+03,4.290000000000000000e+02
1.964002739999999903e+03,4.060000000000000000e+02
1.964087671000000000e+03,4.030000000000000000e+02
1.964167122999999947e+03,4.290000000000000000e+02
1.964252054999999928e+03,4.250000000000000000e+02
1.964334247000000005e+03,4.270000000000000000e+02
1.964419178000000102e+03,4.090000000000000000e+02
1.964501369999999952e+03,4.020000000000000000e+02
1.964586301000000049e+03,4.090000000000000000e+02
1.964671233000000029e+03,4.190000000000000000e+02
1.964753425000000107e+03,4.040000000000000000e+02
1.964838355999999976e+03,4.290000000000000000e+02
1.964920548000000053e+03,4.630000000000000000e+02
1.965002739999999903e+03,4.280000000000000000e+02
1.965087671000000000e+03,4.490000000000000000e+02
1.965164383999999927e+03,4.440000000000000000e+02
1.965249315000000024e+03,4.670000000000000000e+02
1.965331507000000101e+03,4.740000000000000000e+02
1.965416437999999971e+03,4.630000000000000000e+02
1.965498630000000048e+03,4.320000000000000000e+02
1.965583562000000029e+03,4.530000000000000000e+02
1.965668492999999899e+03,4.620000000000000000e+02
1.965750684999999976e+03,4.560000000000000000e+02
1.965835616000000073e+03,4.740000000000000000e+02
1.965917807999999923e+03,5.140000000000000000e+02
1.966002739999999903e+03,4.890000000000000000e+02
1.966087671000000000e+03,4.750000000000000000e+02
1.966164383999999927e+03,4.920000000000000000e+02
1.966249315000000024e+03,5.250000000000000000e+02
1.966331507000000101e+03,5.270000000000000000e+02
1.966416437999999971e+03,5.330000000000000000e+02
1.966498630000000048e+03,5.270000000000000000e+02
1.966583562000000029e+03,5.220000000000000000e+02
1.966668492999999899e+03,5.260000000000000000e+02
1.966750684999999976e+03,5.130000000000000000e+02
1.966835616000000073e+03,5.640000000000000000e+02
1.966917807999999923e+03,5.990000000000000000e+02
1.967002739999999903e+03,5.720000000000000000e+02
1.967087671000000000e+03,5.870000000000000000e+02
1.967164383999999927e+03,5.990000000000000000e+02
1.967249315000000024e+03,6.010000000000000000e+02
1.967331507000000101e+03,6.110000000000000000e+02
1.967416437999999971e+03,6.200000000000000000e+02
1.967498630000000048e+03,5.790000000000000000e+02
1.967583562000000029e+03,5.820000000000000000e+02
1.967668492999999899e+03,5.920000000000000000e+02
1.967750684999999976e+03,5.810000000000000000e+02
1.967835616000000073e+03,6.300000000000000000e+02
