1.981010958999999957e+03,1.459999999999999964e+01
1.981013699000000088e+03,1.580000000000000071e+01
1.981024658000000045e+03,2.180000000000000071e+01
1.981027397000000065e+03,2.000000000000000000e+01
1.981030136999999968e+03,1.619999999999999929e+01
1.981049314999999979e+03,2.480000000000000071e+01
1.981054795000000013e+03,1.550000000000000000e+01
1.981063014000000067e+03,1.440000000000000036e+01
1.981065753000000086e+03,1.600000000000000000e+01
1.981079451999999947e+03,1.550000000000000000e+01
1.981082192000000077e+03,1.509999999999999964e+01
1.981084931999999981e+03,1.540000000000000036e+01
1.981093151000000034e+03,2.189999999999999858e+01
1.981106849000000011e+03,1.710000000000000142e+01
1.981123288000000002e+03,2.200000000000000000e+01
1.981136985999999979e+03,1.610000000000000142e+01
1.981142466000000013e+03,1.660000000000000142e+01
1.981145205000000033e+03,1.650000000000000000e+01
1.981158903999999893e+03,1.750000000000000000e+01
1.981180822000000035e+03,1.140000000000000036e+01
1.981189041000000088e+03,1.180000000000000071e+01
1.981197259999999915e+03,1.180000000000000071e+01
1.981202739999999949e+03,1.059999999999999964e+01
1.981205478999999968e+03,1.169999999999999929e+01
1.981210959000000003e+03,1.119999999999999929e+01
1.981219178000000056e+03,8.099999999999999645e+00
1.981221917999999960e+03,8.000000000000000000e+00
1.981254795000000058e+03,1.750000000000000000e+01
1.981260273999999981e+03,1.810000000000000142e+01
1.981271232999999938e+03,1.590000000000000036e+01
1.981279451999999992e+03,1.150000000000000000e+01
1.981282191999999895e+03,1.350000000000000000e+01
1.981287671000000046e+03,1.330000000000000071e+01
1.981315068000000110e+03,8.900000000000000355e+00
1.981326027000000067e+03,9.900000000000000355e+00
1.981353425000000016e+03,1.069999999999999929e+01
1.981356164000000035e+03,8.099999999999999645e+00
1.981358903999999939e+03,1.009999999999999964e+01
1.981367122999999992e+03,6.599999999999999645e+00
1.981383561999999984e+03,2.100000000000000089e+00
1.981386301000000003e+03,3.399999999999999911e+00
1.981394520999999941e+03,1.150000000000000000e+01
1.981400000000000091e+03,1.259999999999999964e+01
1.981408218999999917e+03,1.140000000000000036e+01
1.981413698999999951e+03,1.280000000000000071e+01
1.981419178000000102e+03,1.059999999999999964e+01
1.981424657999999908e+03,1.119999999999999929e+01
1.981430137000000059e+03,7.099999999999999645e+00
1.981435615999999982e+03,3.500000000000000000e+00
1.981463013999999930e+03,4.299999999999999822e+00
1.981473972999999887e+03,7.099999999999999645e+00
1.981479452000000038e+03,5.799999999999999822e+00
1.981487671000000091e+03,9.199999999999999289e+00
1.981490410999999995e+03,1.019999999999999929e+01
1.981495889999999918e+03,9.500000000000000000e+00
1.981509589000000005e+03,7.400000000000000355e+00
1.981526027000000113e+03,6.799999999999999822e+00
1.981528767000000016e+03,5.700000000000000178e+00
1.981531506999999920e+03,6.099999999999999645e+00
1.981542466000000104e+03,8.800000000000000711e+00
1.981545204999999896e+03,5.000000000000000000e+00
1.981550684999999930e+03,1.009999999999999964e+01
1.981553425000000061e+03,1.200000000000000000e+01
1.981569862999999941e+03,7.700000000000000178e+00
1.981580821999999898e+03,3.200000000000000178e+00
1.981583562000000029e+03,5.700000000000000178e+00
1.981586301000000049e+03,7.700000000000000178e+00
1.981589040999999952e+03,9.000000000000000000e+00
1.981594520999999986e+03,6.200000000000000178e+00
1.981597260000000006e+03,6.900000000000000355e+00
1.981605479000000059e+03,7.000000000000000000e+00
1.981608218999999963e+03,5.200000000000000178e+00
1.981616438000000016e+03,7.900000000000000355e+00
1.981630137000000104e+03,7.599999999999999645e+00
1.981641096000000061e+03,7.900000000000000355e+00
1.981663013999999976e+03,5.500000000000000000e+00
1.981671233000000029e+03,1.030000000000000071e+01
1.981673972999999933e+03,9.800000000000000711e+00
1.981679452000000083e+03,8.500000000000000000e+00
1.981682191999999986e+03,7.500000000000000000e+00
1.981684931999999890e+03,1.119999999999999929e+01
1.981687670999999909e+03,1.459999999999999964e+01
1.981690411000000040e+03,1.169999999999999929e+01
1.981698630000000094e+03,1.009999999999999964e+01
1.981704109999999901e+03,7.299999999999999822e+00
1.981706848999999920e+03,1.090000000000000036e+01
1.981712328999999954e+03,1.069999999999999929e+01
1.981731506999999965e+03,7.200000000000000178e+00
1.981736985999999888e+03,1.069999999999999929e+01
1.981742465999999922e+03,9.599999999999999645e+00
1.981761643999999933e+03,1.140000000000000036e+01
1.981769862999999987e+03,7.299999999999999822e+00
1.981775341999999910e+03,7.799999999999999822e+00
1.981780821999999944e+03,5.599999999999999645e+00
1.981802740000000085e+03,1.119999999999999929e+01
1.981816438000000062e+03,8.400000000000000355e+00
1.981830136999999922e+03,1.100000000000000000e+01
1.981835616000000073e+03,9.199999999999999289e+00
1.981843836000000010e+03,1.369999999999999929e+01
1.981857533999999987e+03,1.419999999999999929e+01
1.981871233000000075e+03,9.500000000000000000e+00
1.981876711999999998e+03,8.900000000000000355e+00
1.981901370000000043e+03,1.190000000000000036e+01
1.981906848999999966e+03,1.259999999999999964e+01
1.981909589000000096e+03,1.780000000000000071e+01
1.981912329000000000e+03,1.500000000000000000e+01
1.981923287999999957e+03,1.419999999999999929e+01
1.981926026999999976e+03,1.150000000000000000e+01
1.981928767000000107e+03,1.300000000000000000e+01
1.981934246999999914e+03,1.469999999999999929e+01
1.981964384000000109e+03,1.559999999999999964e+01
1.981991780999999946e+03,1.330000000000000071e+01
1.982005478999999923e+03,1.500000000000000000e+01
1.982008219000000054e+03,1.350000000000000000e+01
1.982013699000000088e+03,1.300000000000000000e+01
1.982019178000000011e+03,1.409999999999999964e+01
1.982027397000000065e+03,1.580000000000000071e+01
1.982038356000000022e+03,1.300000000000000000e+01
1.982043836000000056e+03,1.580000000000000071e+01
1.982065753000000086e+03,1.700000000000000000e+01
1.982073973000000024e+03,1.459999999999999964e+01
