elapsed,scores
0.0006612439756281674,-194.0187710245094
0.07873690698761493,-186.94540682544317
0.15371001395396888,-182.6178424253178
0.22981147200334817,-179.21577342327143
0.3010920099914074,-180.66989255850834
0.37730583595111966,-177.49938375032667
0.4610833949991502,-167.05714907359723
0.5438642389490269,-174.28843208880116
0.6522013850044459,-176.05656316445146
0.7539246520027518,-161.80904708507566
0.8297563729574904,-142.63024622596774
0.9067185639869422,-123.48460872942113
0.9820256279781461,-102.02687511320829
1.1038488729973324,-84.317404255367
1.1910911989980377,-80.77270903145683
1.2798890059930272,-85.0221001251979
1.3688510929932818,-85.81918639547172
1.4624593749758787,-73.55233781000662
1.5444867259939201,-71.44806807541805
1.6256286419811659,-70.86955683958796
1.707808481005486,-75.5075483444234
1.7820408589905128,-71.64317785813931
1.8716523769544438,-83.38314657368717
1.9475380759686232,-71.29980802832851
2.0338333169929683,-69.92365376144323
2.112907809962053,-75.22682932457377
2.18929352494888,-69.11399526518083
2.268523247970734,-70.23303757526645
2.345854329003487,-69.33868310395974
2.4250046449596994,-70.43532999192846
2.5078045109985396,-81.16857260230529
2.603042550967075,-74.51165128557962
2.681869635998737,-67.75236580745731
2.7553801259491593,-76.97461759506724
2.842176929989364,-79.74392117096292
2.920899909979198,-74.22149801289657
2.999440927989781,-79.14438179312016
3.0735876379767433,-76.9557134829103
3.1477517529856414,-75.95419630980186
3.23287987196818,-69.29413859281529
3.3107517049647868,-68.570625000314
3.399861736979801,-79.08245217203168
3.477394374960568,-70.02613530260871
3.5557462759898044,-68.71398320558187
3.631414897972718,-81.11395443716584
3.704597860982176,-76.2629037493111
3.784020247985609,-75.68266338920436
3.8588485259679146,-73.74863913862677
3.936835589003749,-74.81673314995322
4.019308610004373,-72.91500704304065
4.101882527989801,-69.50200140853728
4.187722096976358,-68.15329142722537
4.266961627989076,-74.21413232404184
4.355213097005617,-71.34266613015197
4.43613959295908,-69.6089861146859
4.521093282965012,-70.17380997231452
4.605997184989974,-79.06691299354296
4.687154467974324,-76.73374614852258
4.779384740977548,-78.36419503937458
4.8629962129634805,-80.39649239560558
5.002015810983721,-84.70422147793333
5.157822198001668,-70.94640586255186
5.266725464956835,-70.26185204910456
5.341428261948749,-77.76437716640426
5.415870378958061,-72.20060664484802
5.5262408559792675,-70.28704466600543
5.650162525998894,-68.47348403669027
5.782481771952007,-69.8485926582943
5.858890492003411,-71.18422987339635
5.931486077955924,-74.56370236917567
6.010986802983098,-76.80070543688156
6.0861896589631215,-69.14927618219097
6.1629985809559,-74.46676844093246
6.236977619002573,-72.36485118027686
6.316079148964491,-74.1892116472079
6.393633326981217,-74.91698424758391
6.473738636996131,-74.77657133096682
6.559564906987362,-72.92937849816462
6.633869805955328,-69.61193848195153
6.719053146953229,-77.91515959376076
6.798072859994136,-68.33799308326488
6.882006447005551,-69.26592647315472
6.962828509975225,-68.56470412513147
7.039832739974372,-69.78997291328348
7.119337241980247,-69.92582827237851
7.191800495958887,-67.65494680313873
7.276052384986542,-68.77638859868404
7.35643144097412,-73.15830928257448
7.437727910990361,-70.54865370220227
7.514796333969571,-68.28838769836153
7.5888172459672205,-76.76017884834683
7.668908900988754,-72.47985207756699
7.744450569967739,-71.54742412581106
7.825264971004799,-71.7619859268461
7.900484825950116,-68.84989516493346
7.975444854004309,-67.56874064578912
8.059396687953267,-73.2573071400415
8.13737155200215,-73.59878675866038
8.217763425956946,-73.42875468896648
8.296370659954846,-68.01896951463584
8.381739631004166,-74.43359463999019
