elapsed,scores
0.0007760950247757137,-863.1890748312819
0.015231957018841058,-213.74333640867795
0.028808370989281684,-185.0402129705799
0.050966752984095365,-185.06632186649102
0.06574708502739668,-186.84728670698908
0.08037481701467186,-187.15511692931514
0.11404213198693469,-188.70123501516673
0.1285359400208108,-183.58307595653952
0.14193488599266857,-188.61477443656008
0.24750446202233434,-119.87782772270546
0.2615491690230556,-124.2515305221857
0.27348226902540773,-121.22080125078213
0.28957746899686754,-119.61396479311591
0.3018724200082943,-126.4698832651504
0.31439924298319966,-122.49972929596478
0.33068497403291985,-120.41721752855385
0.34325424197595567,-122.49737495716721
0.3552607700112276,-129.35278080180402
0.3672204249887727,-122.24025091596229
0.3837400510092266,-127.79907147040554
0.39578174002235755,-124.32449102189446
0.40811695001320913,-129.36137800343235
0.4241095929755829,-127.91368469036068
0.436587029020302,-130.65004080635197
0.4485352690098807,-121.71595414545591
0.4650071000214666,-121.4763743477301
0.4771992460009642,-128.48195336932372
0.48908258898882195,-122.20344714927104
0.5054871460306458,-123.51862491256212
0.5177288459963165,-129.6445235905683
0.530242293025367,-131.99905423294632
0.5463039089809172,-124.2620457575605
0.5591603200300597,-127.89435188889213
0.5714291530312039,-123.93575658883822
0.5877420760225505,-123.5564563832034
0.6007992990198545,-126.9783320524946
0.6131650049937889,-118.77581077469257
0.6301089759799652,-127.33305486383668
0.642398972006049,-124.39668893332318
0.6551682879799046,-125.23885795255133
0.6713729570037685,-120.3557123559471
0.6839953549788333,-125.99124592615836
0.6967439540312625,-126.1997018500609
0.7133313050144352,-126.99149788667017
0.726060071028769,-120.75881851971349
0.738460106018465,-129.08328410508435
0.7546708239824511,-127.25386971167994
0.7672644280246459,-121.77925316516567
0.7796332620200701,-124.36181811100317
0.7959049980272539,-128.06772556424866
0.8088171909912489,-123.78248421440155
0.8214265229762532,-124.54116853053256
0.8375272569828667,-125.31461268072545
0.850152826984413,-127.01543388695542
0.8624755560304038,-102.69261833155534
0.878520219004713,-110.43573157465823
0.8911546460003592,-108.88143459239481
0.9040522730210796,-104.03598546939847
0.920220548985526,-105.21259252787479
0.9324933179887012,-113.1563119492113
0.944957317027729,-98.70689597879391
0.9607620050082915,-113.73692214213361
0.9738258440047503,-105.77687140721258
0.986535742005799,-101.9661808780948
0.9987602930050343,-109.24723899185412
1.0155021349783055,-98.49304469678677
1.0286144419806078,-110.17305285963874
1.0410662950016558,-102.84415902053075
1.0580300969886594,-117.74100054364175
1.0706655220128596,-101.82667340570131
1.0825296849943697,-105.9023192542349
1.0990059219766408,-108.28272368277169
1.1110226610326208,-103.76326230623445
1.1234232260030694,-106.45175226968067
1.1400726619758643,-102.26646269486596
1.1524904820253141,-103.67125923303249
