elapsed,scores
0.0009899320139084011,-928.535567685443
0.029607878997921944,-179.5034664034705
0.0658868330065161,-180.51705569126216
0.11065818800125271,-164.93101341733228
0.14488132801488973,-155.92267845952097
0.18950686100288294,-140.7451567387959
0.21698968001874164,-139.70704992872302
0.24996238999301568,-148.45895485502948
0.2825023310142569,-137.0093907820413
0.3088567790109664,-131.0777157180471
0.340849119995255,-137.97295829094182
0.3721155929961242,-139.44625319751938
0.39726404601242393,-133.04158245155256
0.42864706899854355,-120.77718123523393
0.4557893180171959,-114.6759592703426
0.48755262899794616,-122.33497712026897
0.5184082699997816,-109.12558508244351
0.5429277380171698,-102.72325863885517
0.5750681759964209,-99.72815190470004
0.5997942399990279,-95.43791060782789
0.6322391690046061,-92.8970721523409
0.6649551340087783,-91.94279675249437
0.6911876469966955,-92.80685833394108
0.7233970710076392,-92.28836823945774
0.7496488339966163,-92.35036591852936
0.7823723780165892,-89.81717159922982
0.8153971809952054,-89.392082635672
0.8409541670116596,-92.41815137917095
0.872889299003873,-87.47651630570145
0.8976520610158332,-93.05307589004529
0.9282832980097737,-94.8097074014722
0.9606738120201044,-90.32875288519885
0.9860617410158738,-91.45254957104275
1.0193729360180441,-98.59800748943339
1.0519675030081999,-93.32644178148729
1.077422883012332,-93.55619485704196
1.1122261059936136,-92.96753831912058
1.13783221700578,-88.8201607184386
1.1709565579949412,-96.19461202193168
1.2023257529945113,-91.99037465032681
1.2359783879946917,-94.87513195403605
1.2683112520026043,-87.01830992726455
1.2926744669966865,-91.44855818768204
1.3394486920151394,-91.74227278762928
1.3770454750047065,-97.90021423398385
1.4038369409972802,-97.14644195826729
1.4372858930146322,-87.39798679823
1.482079600013094,-88.43714564654606
1.5475592600123491,-91.06202737774137
1.5866121730068699,-95.0737529016766
1.6143976839957759,-89.10049519390525
1.6477605550026055,-96.3073052295841
1.6859649420075584,-92.01910302747004
1.7184140550089069,-93.35580746853792
1.778440419002436,-89.75882693645728
1.8179185939952731,-87.4919551786859
1.8568543510045856,-88.14981582998935
1.890875198005233,-86.98554979842073
1.919569212011993,-89.50046170448097
1.953053521021502,-87.59643479548878
1.979567803995451,-90.75983736105415
2.0169469579996075,-88.82196738234322
2.056454842997482,-88.82196738234322
2.0839051800139714,-87.04539747743165
2.1285569070023485,-101.46064029429877
2.1768403470050544,-99.40125156348186
2.2254697380121797,-88.1953636107503
2.2615236779965926,-92.26651069599947
2.2888192760001402,-93.58318025306028
2.3232538430020213,-87.26383091649664
2.349792900000466,-91.68577942259418
2.3827955090091564,-88.857790956476
2.4241585260024294,-93.90960235989806
2.4548703269974794,-93.64600951768865
2.4905034440162126,-87.63486310497726
2.524959800997749,-92.9706749950355
2.5671028360084165,-91.3795776241751
2.604484695009887,-103.90890804338831
2.631224195996765,-89.77233019097133
2.6669970249931794,-91.18923404795692
2.7001182890089694,-91.02016824067577
2.7265033129951917,-90.52295127923638
2.7594563610036857,-88.46992153766459
2.7843826830212492,-87.53366847766448
2.8201143610058352,-92.15195612260582
2.85473713799729,-90.84121329297635
2.8850151160149835,-97.36080738494223
2.9321639300032984,-87.77087413697346
2.961177329008933,-91.43071432059749
2.9968065959983505,-97.46371210998589
3.0597646069945768,-94.29064798118061
3.1049112240143586,-92.39814390141797
3.139379194006324,-90.25987905956772
3.175291138002649,-91.38220719445759
3.2028934480040334,-91.08175879397126
3.2353170340065844,-88.44471988973945
3.262381233013002,-101.2913326521696
3.2998247210052796,-93.13220160418587
3.3336775210045744,-90.74268826917115
3.362861439003609,-95.709187859076
3.415282075002324,-90.04885859042913
